zipcode,type,subtype,price,number_of_rooms,area,kitchen_equipped,furnished,fireplace,terrace,terrace_area,garden,garden_area,land_surface,facade_count,swimming_pool,building_condition
1348,APARTMENT,PENTHOUSE,630000,204,204,0,0,0,0,,0,,,4,0,AS_NEW
9100,APARTMENT,APARTMENT,313000,3,130,1,0,0,1,9,0,,,3,0,GOOD
8400,APARTMENT,APARTMENT,589000,3,116,1,0,1,0,,0,,,2,0,JUST_RENOVATED
2830,APARTMENT,APARTMENT,234000,3,106,1,0,0,0,,0,,,2,0,GOOD
7090,HOUSE,VILLA,540000,3,185,1,0,0,1,25,1,,2222,4,0,GOOD
2180,HOUSE,HOUSE,540000,4,220,1,0,0,1,20,1,311,312,,0,AS_NEW
1420,HOUSE,VILLA,875000,6,302,1,0,0,1,,1,2500,3596,4,0,TO_BE_DONE_UP
8580,HOUSE,HOUSE,214000,3,125,0,0,0,0,,1,327,486,2,0,TO_BE_DONE_UP
6183,APARTMENT,APARTMENT,129000,2,117,1,0,0,1,,0,,,2,0,GOOD
1050,APARTMENT,PENTHOUSE,799000,3,164,1,0,0,1,20,0,,,,0,AS_NEW
8400,APARTMENT,APARTMENT,299000,3,114,1,0,0,1,12,0,,,2,0,GOOD
3290,HOUSE,HOUSE,229000,3,143,1,0,0,1,63,1,190,488,3,0,GOOD
8300,APARTMENT,APARTMENT,895000,3,90,0,0,0,1,,0,,,2,0,AS_NEW
9900,APARTMENT,SERVICE_FLAT,199000,1,67,1,0,0,1,12,0,,,4,0,AS_NEW
8000,APARTMENT,GROUND_FLOOR,299000,2,90,1,0,0,1,14,0,,,,0,AS_NEW
9991,APARTMENT,APARTMENT,266500,2,99,1,0,0,0,,0,,,3,0,AS_NEW
8870,APARTMENT,APARTMENT,279000,2,101,1,0,0,1,11,1,,,2,0,
9140,APARTMENT,APARTMENT,145000,2,85,1,0,0,1,8,0,,,2,0,
1640,APARTMENT,APARTMENT,449500,2,118,1,0,0,1,17,0,,,4,0,
6800,HOUSE,HOUSE,539000,5,596,1,0,1,1,38,1,1300,1500,4,0,AS_NEW
8434,APARTMENT,APARTMENT,225000,2,52,1,0,0,1,,0,,,2,0,GOOD
4000,HOUSE,HOUSE,189000,7,264,1,0,0,1,6,0,,100,2,0,
9550,APARTMENT,APARTMENT,251500,2,86,1,0,0,1,11,1,61,,,0,AS_NEW
8300,APARTMENT,APARTMENT,1325000,3,115,1,0,0,1,15,0,,,2,0,AS_NEW
1180,APARTMENT,APARTMENT,575000,3,180,1,0,0,0,,0,,,2,0,TO_RENOVATE
1080,APARTMENT,APARTMENT,249000,2,101,1,0,0,1,11,0,,,2,0,AS_NEW
1040,APARTMENT,APARTMENT,365000,2,90,1,0,0,1,6,0,,,2,0,AS_NEW
7904,HOUSE,HOUSE,398000,3,244,1,0,0,1,12,1,,4631,4,0,
1050,APARTMENT,APARTMENT,650000,2,172,1,0,0,1,,0,,,2,0,TO_BE_DONE_UP
9900,APARTMENT,GROUND_FLOOR,207000,2,90,1,0,0,1,46,1,45,,4,0,AS_NEW
1180,APARTMENT,PENTHOUSE,585000,2,122,1,0,0,1,75,0,,,4,0,
1180,APARTMENT,PENTHOUSE,1100000,4,297,1,0,0,1,45,0,,,3,1,GOOD
8500,HOUSE,HOUSE,230000,3,127,1,0,0,1,20,0,,120,4,0,AS_NEW
7012,HOUSE,MIXED_USE_BUILDING,205000,4,220,1,0,1,1,32,1,147,300,3,0,
3090,HOUSE,HOUSE,460000,3,140,1,0,0,1,,0,,4117,4,0,GOOD
1150,HOUSE,HOUSE,1350000,5,220,0,0,0,1,16,1,145,324,3,0,AS_NEW
8530,HOUSE,HOUSE,337135,3,173,0,0,0,0,,0,,487,4,0,AS_NEW
8800,HOUSE,HOUSE,130000,2,108,1,0,0,0,,0,,117,,0,TO_RENOVATE
3040,HOUSE,HOUSE,525000,3,233,0,0,0,0,,0,,4166,4,0,
5542,HOUSE,HOUSE,133000,1,62,1,0,0,0,,1,,0,3,0,GOOD
7300,HOUSE,HOUSE,140000,2,91,1,0,0,1,,0,,690,4,0,GOOD
8501,HOUSE,HOUSE,215000,3,,0,0,0,0,,1,,223,2,0,
1970,HOUSE,HOUSE,550000,3,215,1,0,0,1,38,1,100,340,3,0,TO_BE_DONE_UP
1180,HOUSE,HOUSE,3850000,5,510,0,0,1,0,,1,700,1025,3,0,TO_RENOVATE
6730,HOUSE,HOUSE,269000,4,150,1,0,0,0,,0,,713,4,0,
8531,HOUSE,HOUSE,175000,5,186,0,0,0,0,,0,,0,,0,TO_BE_DONE_UP
2850,APARTMENT,APARTMENT,220000,2,136,0,0,0,1,,0,,,2,0,
1380,HOUSE,FARMHOUSE,3200000,7,450,1,0,0,0,,0,,35000,4,1,GOOD
3200,HOUSE,EXCEPTIONAL_PROPERTY,550000,4,240,1,0,1,0,,1,,10074,4,0,TO_BE_DONE_UP
2000,APARTMENT,PENTHOUSE,945000,3,240,1,0,0,1,36,0,,,3,0,AS_NEW
8740,APARTMENT,APARTMENT,349000,3,130,1,0,0,1,15,0,,,,0,AS_NEW
6870,HOUSE,MIXED_USE_BUILDING,89000,3,180,0,0,0,0,,0,,96,2,0,TO_RENOVATE
7110,HOUSE,HOUSE,120000,3,106,1,0,0,1,,0,,158,2,0,TO_RENOVATE
9000,APARTMENT,APARTMENT,195000,2,,1,0,0,1,4,0,,,,0,GOOD
9500,HOUSE,VILLA,849000,2,233,1,0,0,1,,1,,13342,4,1,
1140,APARTMENT,APARTMENT,175000,1,50,1,0,0,0,,0,,,2,0,AS_NEW
8800,APARTMENT,APARTMENT,240000,1,71,1,0,0,1,18,0,,,2,0,AS_NEW
1180,APARTMENT,DUPLEX,335000,3,120,0,0,0,1,2,0,,,2,0,
1495,HOUSE,HOUSE,550000,5,,0,0,0,0,,0,,4395,,0,TO_RENOVATE
1070,HOUSE,MIXED_USE_BUILDING,595000,3,304,1,0,0,1,40,0,,71,2,0,AS_NEW
4101,HOUSE,HOUSE,135000,2,82,1,0,0,1,16,0,,61,2,0,GOOD
9200,HOUSE,HOUSE,159500,2,,1,0,0,0,,0,,70,2,0,TO_BE_DONE_UP
3700,HOUSE,HOUSE,175000,5,140,1,0,0,1,32,1,413,802,2,0,GOOD
4400,HOUSE,HOUSE,285000,3,,0,0,0,0,,0,,464,3,0,
9690,HOUSE,HOUSE,281461,3,160,1,0,0,0,,1,,510,4,0,AS_NEW
1755,HOUSE,HOUSE,425000,4,,0,0,0,1,,0,,340,3,0,TO_RENOVATE
4570,HOUSE,HOUSE,220000,3,142,0,0,0,1,,1,40,110,2,0,
1000,APARTMENT,APARTMENT,225000,1,65,1,0,0,0,,0,,,2,0,GOOD
8860,HOUSE,HOUSE,249000,2,150,1,0,0,1,,1,36000,49800,,0,AS_NEW
6060,APARTMENT,APARTMENT,149000,2,78,1,0,0,1,,0,,,3,0,GOOD
5030,HOUSE,HOUSE,325000,3,164,0,1,0,1,,1,350,650,3,0,GOOD
2660,HOUSE,APARTMENT_BLOCK,1399950,0,,1,0,0,0,,0,,0,2,0,GOOD
3620,APARTMENT,APARTMENT,242141,2,81,0,0,0,1,11,0,,,,0,
1330,HOUSE,HOUSE,435000,3,114,1,0,0,1,25,1,394,394,3,0,JUST_RENOVATED
7134,APARTMENT,APARTMENT,175000,2,90,1,0,0,1,5,0,,,3,0,
2980,HOUSE,APARTMENT_BLOCK,645000,2,,1,0,0,0,,1,66,559,4,0,GOOD
8400,APARTMENT,FLAT_STUDIO,168000,1,46,1,0,0,0,,0,,,,0,
4987,HOUSE,HOUSE,165000,2,,0,0,0,0,,1,500,0,3,0,TO_RENOVATE
1180,APARTMENT,APARTMENT,249000,1,61,1,0,0,1,3,0,,,3,0,GOOD
8500,APARTMENT,APARTMENT,135000,2,100,0,0,0,0,,0,,,,0,AS_NEW
2560,HOUSE,HOUSE,335000,3,214,1,0,0,1,11,1,100,192,3,0,
4500,HOUSE,HOUSE,349000,4,198,1,0,0,0,,1,,518,3,0,GOOD
4180,HOUSE,MIXED_USE_BUILDING,229000,4,312,0,0,0,1,20,0,,9732,4,0,TO_RENOVATE
1090,APARTMENT,APARTMENT,129000,1,54,0,0,0,0,,0,,,2,0,TO_RENOVATE
8620,APARTMENT,APARTMENT,345000,2,80,0,1,0,1,,1,,,,0,AS_NEW
2660,HOUSE,HOUSE,235000,1,165,1,0,0,1,7,0,,88,2,0,GOOD
1140,APARTMENT,FLAT_STUDIO,129500,0,24,0,0,0,1,4,0,,,,0,
4500,APARTMENT,APARTMENT,183000,2,80,0,0,0,1,5,0,,,2,0,
7000,HOUSE,VILLA,420000,4,190,1,0,0,1,25,0,,1182,4,0,AS_NEW
9000,APARTMENT,APARTMENT,385000,2,101,1,0,0,1,3,0,,,,0,JUST_RENOVATED
1180,APARTMENT,APARTMENT,395000,3,120,0,0,0,1,4,0,,,3,0,TO_RENOVATE
1180,HOUSE,VILLA,2990000,5,500,1,0,0,1,,0,,2500,4,0,AS_NEW
1200,APARTMENT,APARTMENT,325000,1,60,1,0,0,1,5,0,,,2,0,
8420,APARTMENT,PENTHOUSE,575000,3,350,1,0,0,1,20,0,,,4,0,GOOD
9620,APARTMENT,APARTMENT,225000,2,96,1,0,0,1,,0,,,2,0,GOOD
1030,APARTMENT,APARTMENT,320000,3,110,1,0,0,1,10,0,,,2,0,AS_NEW
8793,HOUSE,APARTMENT_BLOCK,535000,2,321,0,0,0,1,122,0,,321,,0,
8434,APARTMENT,APARTMENT,255000,2,87,0,0,0,1,,1,,,,0,AS_NEW
4470,HOUSE,HOUSE,235000,3,145,1,0,0,0,,1,100,368,4,0,AS_NEW
2070,APARTMENT,APARTMENT,130000,2,112,0,0,0,0,,0,,,2,0,GOOD
8434,APARTMENT,APARTMENT,209000,1,67,1,0,0,1,10,0,,,2,0,
8900,APARTMENT,APARTMENT,279000,2,96,0,0,0,1,,0,,,,0,
9900,APARTMENT,GROUND_FLOOR,211500,2,81,1,0,0,1,11,1,,,4,0,AS_NEW
8300,APARTMENT,APARTMENT,1350000,0,136,0,0,0,0,,0,,,2,0,GOOD
9900,APARTMENT,SERVICE_FLAT,202500,1,74,1,0,0,1,10,0,,,4,0,AS_NEW
1770,HOUSE,HOUSE,269000,3,176,1,0,0,1,78,1,78,110,2,0,AS_NEW
8000,HOUSE,HOUSE,189000,2,104,0,0,0,1,10,0,,68,2,0,TO_RENOVATE
3600,HOUSE,HOUSE,135000,3,224,1,0,0,1,,0,,945,4,0,
1420,HOUSE,HOUSE,415000,3,150,1,0,0,1,15,0,,166,2,0,GOOD
9000,HOUSE,HOUSE,439000,7,192,1,0,0,0,,1,17,73,,0,GOOD
1180,APARTMENT,PENTHOUSE,585000,2,122,1,0,0,1,75,0,,,4,0,
4257,HOUSE,HOUSE,209000,3,,1,0,0,0,,0,,630,2,0,
5310,HOUSE,HOUSE,275000,3,125,1,0,0,0,,1,1495,1495,4,0,TO_BE_DONE_UP
1040,APARTMENT,APARTMENT,235000,1,65,1,0,0,1,,0,,,,0,GOOD
1180,APARTMENT,APARTMENT,320500,2,96,1,0,0,1,6,0,,,2,0,AS_NEW
1341,APARTMENT,PENTHOUSE,690000,3,183,0,0,0,1,45,0,,,4,0,AS_NEW
7640,HOUSE,COUNTRY_COTTAGE,399000,7,308,1,0,0,0,,1,,2880,4,0,TO_RENOVATE
4460,HOUSE,HOUSE,179000,5,125,1,0,0,0,,1,98,160,2,0,GOOD
9870,HOUSE,HOUSE,229500,3,115,1,0,0,0,,1,,185,2,0,
9320,HOUSE,HOUSE,219000,3,170,0,0,0,0,,0,,401,,0,
1160,APARTMENT,PENTHOUSE,799000,3,164,1,0,0,1,20,0,,,,0,AS_NEW
1050,HOUSE,HOUSE,550000,7,150,1,0,0,0,,0,,52,2,0,TO_BE_DONE_UP
4100,APARTMENT,APARTMENT,316000,2,102,1,0,0,1,8,0,,,,0,
4690,HOUSE,HOUSE,235000,4,230,0,0,0,0,,1,,930,3,0,GOOD
4140,HOUSE,VILLA,190000,3,177,0,0,0,1,,0,,3425,4,0,
8970,APARTMENT,APARTMENT,365000,3,104,1,0,0,1,,0,,,3,0,AS_NEW
1050,APARTMENT,APARTMENT,280000,1,60,0,0,0,0,,0,,,2,0,
8620,APARTMENT,APARTMENT,685000,2,90,1,1,0,1,20,0,,,2,0,AS_NEW
1000,APARTMENT,GROUND_FLOOR,925000,2,142,1,0,0,1,,1,50,,,0,AS_NEW
7120,HOUSE,HOUSE,165000,3,,0,0,0,0,,0,,936,,0,
1421,HOUSE,HOUSE,295000,3,167,1,0,0,1,40,0,,217,3,0,AS_NEW
8300,APARTMENT,APARTMENT,650000,2,92,1,0,0,1,,0,,,2,0,GOOD
1421,HOUSE,VILLA,875000,6,302,1,0,0,1,,1,2500,3596,4,0,TO_BE_DONE_UP
2000,APARTMENT,DUPLEX,470000,2,128,1,0,1,1,13,0,,,2,0,AS_NEW
1150,APARTMENT,GROUND_FLOOR,695000,2,140,1,0,0,1,2,1,100,,3,0,AS_NEW
2590,HOUSE,HOUSE,259000,2,,1,0,0,0,,1,,465,2,0,GOOD
8670,HOUSE,HOUSE,475000,3,169,1,0,0,1,20,1,700,873,,0,
1740,HOUSE,HOUSE,370000,3,171,1,0,0,0,,1,,0,,0,JUST_RENOVATED
8430,APARTMENT,GROUND_FLOOR,220000,1,46,0,0,0,0,,0,,,3,0,
8970,HOUSE,HOUSE,269000,4,400,1,1,1,0,,0,,342,,0,AS_NEW
1050,APARTMENT,DUPLEX,595000,3,135,1,0,0,0,,0,,,2,0,AS_NEW
2970,APARTMENT,APARTMENT,765000,2,153,1,0,0,1,62,0,,,4,0,AS_NEW
1180,APARTMENT,APARTMENT,1100000,4,200,1,1,0,1,30,0,,,3,0,AS_NEW
9420,HOUSE,HOUSE,209000,2,130,1,0,0,1,,1,100,230,2,0,GOOD
8420,APARTMENT,APARTMENT,79900,1,42,1,0,0,0,,0,,,,0,TO_BE_DONE_UP
7300,HOUSE,HOUSE,140000,3,156,1,0,0,0,,0,,140,4,0,GOOD
7531,HOUSE,HOUSE,550000,5,190,1,0,0,1,,0,,5280,4,0,TO_BE_DONE_UP
3080,HOUSE,EXCEPTIONAL_PROPERTY,4950000,6,728,1,0,0,1,100,1,20066,20066,4,1,GOOD
7110,HOUSE,HOUSE,125000,2,91,1,0,0,1,,0,,140,3,0,TO_BE_DONE_UP
1180,HOUSE,VILLA,3650000,6,766,1,0,0,1,60,1,1300,1500,,1,AS_NEW
8400,APARTMENT,FLAT_STUDIO,178000,0,37,1,0,0,1,3,0,,,,0,AS_NEW
9290,APARTMENT,APARTMENT,240000,2,70,1,0,0,0,,0,,,2,0,GOOD
1560,HOUSE,EXCEPTIONAL_PROPERTY,989000,4,400,1,0,0,1,88,1,1000,1408,4,0,AS_NEW
1180,HOUSE,HOUSE,890000,4,216,0,0,1,0,,0,,252,3,0,GOOD
8930,APARTMENT,APARTMENT,195600,2,83,1,0,0,1,9,1,12,,2,0,GOOD
9400,APARTMENT,APARTMENT,457500,4,175,1,0,0,1,,0,,,,0,AS_NEW
4170,HOUSE,HOUSE,110000,2,69,0,0,0,1,17,1,80,144,2,0,TO_RENOVATE
4020,HOUSE,HOUSE,138000,4,92,0,0,0,1,7,0,,91,2,0,JUST_RENOVATED
2018,APARTMENT,APARTMENT,349500,2,124,1,0,0,1,7,0,,,,0,AS_NEW
7321,HOUSE,HOUSE,137450,3,136,1,0,0,1,21,0,,198,2,0,AS_NEW
4052,HOUSE,VILLA,550000,4,270,1,0,0,1,,1,1200,1400,4,0,GOOD
9300,HOUSE,HOUSE,249000,3,226,1,0,0,0,,1,11,110,,0,GOOD
8540,APARTMENT,APARTMENT,229000,2,108,0,0,0,0,,0,,,,0,AS_NEW
9660,HOUSE,HOUSE,162000,2,210,0,0,0,0,,0,,120,2,0,TO_RENOVATE
1420,HOUSE,HOUSE,435000,4,170,1,0,0,1,25,1,200,280,2,0,GOOD
9940,HOUSE,HOUSE,335000,3,175,1,0,0,1,50,0,,353,3,0,GOOD
6760,HOUSE,HOUSE,177000,2,100,1,0,0,0,,0,,272,2,0,GOOD
6210,APARTMENT,APARTMENT,150000,2,80,1,0,0,0,,0,,,4,0,AS_NEW
2050,APARTMENT,FLAT_STUDIO,169000,0,40,0,0,0,0,,0,,,,0,AS_NEW
4860,HOUSE,VILLA,320000,5,204,1,0,0,1,15,1,350,428,3,0,
3620,APARTMENT,APARTMENT,249084,2,84,0,0,0,1,22,0,,,,0,
8800,APARTMENT,APARTMENT,136700,1,47,1,0,0,1,,1,,,,0,
4400,HOUSE,HOUSE,289694,3,,0,0,0,1,,0,,495,3,0,
6690,HOUSE,HOUSE,349000,5,486,1,0,0,1,,0,,1056,4,0,GOOD
2020,HOUSE,HOUSE,269000,4,157,1,0,0,0,,0,,82,2,0,AS_NEW
9160,HOUSE,MIXED_USE_BUILDING,1400000,4,666,0,0,1,1,,1,,4398,4,1,GOOD
6120,HOUSE,HOUSE,165000,2,80,1,0,0,0,,0,,0,3,0,GOOD
3040,APARTMENT,APARTMENT,346821,2,107,1,0,0,1,,0,,,,0,
1180,APARTMENT,APARTMENT,249000,2,70,1,0,0,1,4,0,,,3,0,GOOD
1190,APARTMENT,APARTMENT,450000,2,120,1,0,0,0,,0,,,2,0,JUST_RENOVATED
9040,APARTMENT,APARTMENT,175000,1,59,0,0,0,1,,0,,,2,0,GOOD
2170,APARTMENT,APARTMENT,134000,1,54,1,0,1,0,,0,,,2,0,TO_BE_DONE_UP
9070,HOUSE,HOUSE,238000,1,116,1,0,0,1,,0,,140,3,0,TO_BE_DONE_UP
7390,HOUSE,HOUSE,324900,4,331,1,0,0,1,40,1,274,486,3,0,GOOD
8480,HOUSE,HOUSE,215000,4,,1,0,0,0,,1,26,265,3,0,GOOD
1180,APARTMENT,GROUND_FLOOR,288000,1,65,0,0,0,0,,0,,,2,0,TO_RENOVATE
2000,HOUSE,HOUSE,415000,2,126,0,0,0,1,12,0,,42,2,0,AS_NEW
9470,APARTMENT,APARTMENT,210000,2,93,0,0,0,0,,0,,,,0,GOOD
2060,HOUSE,HOUSE,225000,2,86,1,0,0,1,12,0,,43,1,0,GOOD
8580,HOUSE,HOUSE,199000,2,133,0,0,0,0,,0,,346,,0,
1200,APARTMENT,APARTMENT,150000,2,,1,0,0,1,,0,,,,0,
4000,APARTMENT,APARTMENT,690000,8,292,0,0,0,1,5,0,,,,0,GOOD
5000,APARTMENT,FLAT_STUDIO,40000,1,24,1,0,0,0,,0,,,,0,
1420,APARTMENT,PENTHOUSE,789000,3,168,1,0,0,1,19,0,,,4,0,
1490,APARTMENT,DUPLEX,230000,3,110,1,0,0,1,23,0,,,2,0,TO_BE_DONE_UP
4180,HOUSE,HOUSE,229000,4,312,0,0,0,1,20,0,,9732,4,0,TO_RENOVATE
9340,HOUSE,HOUSE,224000,3,160,1,0,0,1,,0,,130,3,0,GOOD
8300,APARTMENT,APARTMENT,475000,2,100,0,0,0,1,,0,,,,0,AS_NEW
1400,HOUSE,EXCEPTIONAL_PROPERTY,650000,6,312,1,0,1,1,60,1,1830,2050,2,0,GOOD
7000,HOUSE,HOUSE,135000,4,80,1,0,0,0,,0,,39,2,0,TO_RENOVATE
1770,HOUSE,HOUSE,349000,4,142,1,0,0,1,16,0,,0,3,0,
8300,APARTMENT,APARTMENT,795000,2,78,1,0,0,1,,0,,,2,0,AS_NEW
4100,APARTMENT,APARTMENT,209000,2,107,1,0,0,0,,0,,,,0,
1180,APARTMENT,PENTHOUSE,1450000,3,198,1,0,0,1,135,0,,,4,0,
2000,APARTMENT,SERVICE_FLAT,1200000,2,143,1,0,0,1,44,0,,,,1,AS_NEW
9300,HOUSE,HOUSE,275000,3,202,1,0,0,1,30,1,450,585,3,0,TO_RENOVATE
8430,APARTMENT,GROUND_FLOOR,220000,1,46,0,0,0,0,,0,,,3,0,
1040,APARTMENT,APARTMENT,219000,1,55,1,0,0,1,3,0,,,3,0,TO_RENOVATE
6700,APARTMENT,APARTMENT,185000,2,105,1,0,0,0,,0,,,2,0,JUST_RENOVATED
3370,HOUSE,HOUSE,425000,3,460,1,0,0,1,228,1,94,850,4,0,GOOD
2000,APARTMENT,LOFT,325000,1,90,1,0,0,0,,0,,,2,0,JUST_RENOVATED
4500,APARTMENT,APARTMENT,199000,2,87,0,0,0,1,5,0,,,2,0,
8490,APARTMENT,DUPLEX,219000,3,112,1,0,0,0,,0,,,2,0,
7500,HOUSE,HOUSE,310000,4,250,1,0,0,1,,0,,0,2,0,GOOD
1050,APARTMENT,APARTMENT,295000,2,100,1,0,0,1,1,0,,,2,0,
1420,HOUSE,HOUSE,249000,2,97,1,0,0,1,16,1,238,323,3,0,GOOD
2230,HOUSE,HOUSE,448000,6,432,1,0,1,0,,1,,1309,4,0,TO_BE_DONE_UP
7090,HOUSE,APARTMENT_BLOCK,220000,3,203,0,0,0,1,22,0,,0,2,0,TO_BE_DONE_UP
3770,APARTMENT,DUPLEX,215000,2,123,0,0,0,0,,1,,,2,0,AS_NEW
4420,HOUSE,APARTMENT_BLOCK,295000,4,237,0,0,0,0,,1,42,0,3,0,
9940,APARTMENT,APARTMENT,279000,2,97,1,0,0,1,8,0,,,2,0,AS_NEW
9900,HOUSE,HOUSE,438510,3,231,0,0,0,0,,0,,360,3,0,
8750,APARTMENT,APARTMENT,256000,2,92,1,0,0,1,19,1,80,,2,0,GOOD
9600,HOUSE,HOUSE,235000,3,199,1,0,0,1,,1,,141,2,0,AS_NEW
2900,HOUSE,HOUSE,239000,3,165,1,0,0,1,,0,,187,,0,TO_RENOVATE
9890,HOUSE,HOUSE,285000,3,125,0,0,0,0,,1,,495,,0,GOOD
1180,HOUSE,HOUSE,180000,3,,0,0,0,0,,0,,210,,0,
1000,APARTMENT,APARTMENT,399000,2,80,1,0,0,1,8,1,40,,3,0,AS_NEW
1050,APARTMENT,APARTMENT,320000,2,80,1,0,0,1,,0,,,,0,GOOD
6040,APARTMENT,APARTMENT,155000,2,76,1,0,1,0,,0,,,,0,JUST_RENOVATED
8300,APARTMENT,APARTMENT,765000,3,105,1,0,0,1,,1,,,,0,JUST_RENOVATED
1180,APARTMENT,APARTMENT,335500,2,96,1,0,0,1,6,0,,,2,0,AS_NEW
8860,HOUSE,MIXED_USE_BUILDING,480000,5,406,0,0,0,0,,0,,812,,0,AS_NEW
4317,HOUSE,VILLA,550000,6,390,1,0,0,1,35,1,2000,0,4,0,
6690,HOUSE,HOUSE,149000,2,127,1,0,0,1,,0,,112,4,0,
3300,APARTMENT,APARTMENT,179000,2,70,1,0,0,1,7,0,,,2,0,GOOD
7742,HOUSE,HOUSE,399000,5,210,1,0,0,0,,1,,1011,4,0,GOOD
1050,APARTMENT,PENTHOUSE,1050000,3,172,1,0,0,1,6,0,,,2,0,AS_NEW
4500,HOUSE,HOUSE,179000,4,150,1,0,0,0,,0,,50,2,0,GOOD
9000,HOUSE,HOUSE,550000,4,170,1,0,0,1,,0,,87,2,0,AS_NEW
1000,APARTMENT,APARTMENT,319000,2,90,1,0,0,0,,0,,,,0,AS_NEW
9000,APARTMENT,APARTMENT,289000,2,75,1,0,0,1,10,1,,,,0,AS_NEW
1410,HOUSE,HOUSE,5200000,6,1000,1,0,0,1,50,1,14000,16000,4,1,GOOD
4400,HOUSE,HOUSE,115000,1,90,1,0,0,1,24,0,,70,2,0,GOOD
1150,HOUSE,VILLA,3800000,7,600,1,0,0,1,80,0,,1367,4,0,AS_NEW
9000,APARTMENT,APARTMENT,367000,2,76,1,0,1,1,12,0,,,,0,AS_NEW
8000,APARTMENT,SERVICE_FLAT,242500,1,55,1,0,0,1,14,0,,,,0,AS_NEW
4500,HOUSE,HOUSE,345000,9,240,0,0,0,1,12,0,,120,2,0,AS_NEW
1850,APARTMENT,APARTMENT,365000,2,124,0,0,0,0,,0,,,3,0,
8370,APARTMENT,APARTMENT,235000,2,89,1,1,0,0,,0,,,2,0,GOOD
8450,HOUSE,HOUSE,149000,1,35,1,0,0,1,,0,,35,,0,GOOD
1180,HOUSE,TOWN_HOUSE,579000,5,200,1,0,1,1,6,1,35,100,2,0,AS_NEW
2200,APARTMENT,APARTMENT,308000,1,77,1,0,0,1,24,1,44,,2,0,GOOD
9470,APARTMENT,APARTMENT,457500,4,175,1,0,0,1,,0,,,,0,AS_NEW
8500,APARTMENT,APARTMENT,139000,2,,0,0,0,1,,0,,,,0,AS_NEW
8800,APARTMENT,APARTMENT,164000,2,73,1,0,0,1,,1,,,,0,AS_NEW
3620,APARTMENT,APARTMENT,258178,2,91,0,0,0,1,10,0,,,,0,
9032,HOUSE,HOUSE,395000,3,120,0,0,0,0,,0,,225,2,0,AS_NEW
7700,HOUSE,VILLA,475000,3,160,1,0,1,1,40,1,1340,1490,4,0,GOOD
9900,HOUSE,HOUSE,269000,3,145,1,0,0,0,,0,,2287,,0,
1601,HOUSE,EXCEPTIONAL_PROPERTY,950000,5,650,1,0,0,1,,0,,2004,4,0,AS_NEW
8530,HOUSE,HOUSE,199990,1,254,0,0,0,0,,0,,254,,0,
1390,HOUSE,HOUSE,440000,4,184,1,0,0,1,,0,,245,3,0,JUST_RENOVATED
8500,HOUSE,HOUSE,215000,4,,1,0,0,1,5,0,,70,1,0,JUST_RENOVATED
9700,HOUSE,HOUSE,475000,4,625,1,0,0,0,,1,,1374,3,0,
9300,HOUSE,HOUSE,259000,3,150,1,0,0,1,50,0,,280,3,0,GOOD
9940,APARTMENT,APARTMENT,199000,1,71,1,0,0,1,8,0,,,2,0,AS_NEW
8790,HOUSE,HOUSE,349500,5,300,1,0,0,0,,0,,832,,0,GOOD
1601,HOUSE,HOUSE,165000,2,112,1,0,0,1,,1,,160,2,0,TO_BE_DONE_UP
1050,APARTMENT,APARTMENT,595000,2,131,1,0,0,0,,0,,,2,0,
8500,HOUSE,HOUSE,250000,5,120,1,0,0,0,,0,,46,,0,TO_BE_DONE_UP
5660,HOUSE,HOUSE,190000,5,206,1,0,1,0,,1,450,634,4,0,
9550,HOUSE,COUNTRY_COTTAGE,879000,4,460,1,0,0,1,150,1,3000,4775,3,0,AS_NEW
2520,HOUSE,VILLA,1500000,3,620,1,0,1,1,54,0,,4048,4,1,AS_NEW
8460,HOUSE,HOUSE,330000,3,150,1,0,1,1,24,1,240,342,3,0,GOOD
3220,HOUSE,CHALET,275000,3,130,1,0,0,1,12,1,1700,1933,4,0,GOOD
8670,APARTMENT,APARTMENT,349000,2,78,1,0,0,1,19,0,,,2,0,AS_NEW
1420,APARTMENT,APARTMENT,249000,2,97,1,0,0,1,36,0,,,2,0,TO_BE_DONE_UP
4460,HOUSE,HOUSE,169000,4,155,1,0,0,1,48,0,,98,2,0,GOOD
2845,APARTMENT,APARTMENT,549000,2,162,1,0,0,1,48,0,,,,0,GOOD
1090,APARTMENT,APARTMENT,135000,1,50,0,0,0,0,,0,,,,0,GOOD
1652,APARTMENT,APARTMENT,178000,1,47,0,0,0,1,,0,,,,0,
5650,HOUSE,VILLA,218000,4,217,1,0,0,1,35,1,6000,6500,4,0,
1000,APARTMENT,FLAT_STUDIO,239000,0,40,1,0,0,0,,0,,,3,0,AS_NEW
4000,HOUSE,APARTMENT_BLOCK,249000,3,130,0,0,0,0,,0,,0,2,0,GOOD
8434,APARTMENT,APARTMENT,219000,1,71,1,0,0,1,10,0,,,2,0,
9800,HOUSE,HOUSE,415000,3,166,0,0,0,1,,1,537,656,3,0,GOOD
3210,HOUSE,HOUSE,659000,5,208,1,0,1,1,27,0,,371,3,0,AS_NEW
6927,HOUSE,APARTMENT_BLOCK,225000,3,195,1,0,0,1,10,1,10,243,4,0,GOOD
8380,HOUSE,HOUSE,299900,3,153,0,0,0,1,,1,,150,,0,JUST_RENOVATED
